,valence_image,arousal_image,dominance_image,focus_image,participant,stimulus_image
1432,-247,244,247,244,LLM310,TTI_image_embarrass5.png
1433,244,191,-247,-228,LLM310,TTI_image_elevation5.png
1434,-238,250,246,-238,LLM310,TTI_image_anger4.png
1435,-245,250,-248,-249,LLM310,TTI_image_contempt5.png
1436,-248,245,0,-247,LLM310,TTI_image_shame2.png
1437,2,-246,-247,3,LLM310,TTI_image_relaxed2.png
1438,-4,249,-249,2,LLM310,TTI_image_pride4.png
1439,-180,167,-210,-76,LLM310,TTI_image_sad5.png
1440,-245,180,-249,168,LLM310,TTI_image_mdisgust1.png
1441,-3,242,1,-245,LLM310,TTI_image_ranger1.png
1442,-236,116,-161,154,543545,TTI_image_guilt4.png
1443,-49,151,-42,166,543545,TTI_image_afraid10.png
1444,-50,30,-26,207,543545,TTI_image_shame2.png
1445,31,31,-58,50,543545,TTI_image_relaxed2.png
1446,-93,-86,64,165,543545,TTI_image_satisfied9.png
1447,-52,96,-40,-102,543545,TTI_image_anger4.png
1448,-100,206,127,118,543545,TTI_image_contempt5.png
1449,187,-189,215,122,543545,TTI_image_happy5.png
1450,-20,38,-194,-223,543545,TTI_image_ranger1.png
1451,7,-236,221,203,543545,TTI_image_sleepy2.png
1452,-11,238,-161,-226,543545,TTI_image_pride4.png
1453,193,-9,-180,223,543545,TTI_image_surprise2.png
1454,-67,116,-72,-27,543545,TTI_image_gratitude4.png
1455,-165,-205,-166,178,543545,TTI_image_sad5.png
1456,-30,-46,-45,80,543545,TTI_image_mdisgust1.png
1457,65,156,-26,-185,543545,TTI_image_elevation5.png
1458,-28,150,224,191,543545,TTI_image_disgust1.png
1459,-3,-9,-16,4,543545,TTI_image_embarrass5.png
1460,-220,142,-191,28,LLM343,TTI_image_contempt5.png
1461,28,230,11,16,LLM343,TTI_image_surprise2.png
1462,-23,-157,14,38,LLM343,TTI_image_shame2.png
1463,123,47,-26,-211,LLM343,TTI_image_elevation5.png
1464,-111,-32,-55,-23,LLM343,TTI_image_mdisgust1.png
1465,-19,33,74,-17,LLM343,TTI_image_guilt4.png
1466,232,-17,235,-231,LLM343,TTI_image_satisfied9.png
1467,-4,245,236,195,LLM343,TTI_image_ranger1.png
1468,240,-129,-12,-69,LLM343,TTI_image_happy5.png
1469,38,-134,59,-51,LLM343,TTI_image_pride4.png
1470,29,-161,-175,164,LLM343,TTI_image_gratitude4.png
1471,-19,128,131,208,LLM343,TTI_image_embarrass5.png
1472,-150,250,243,245,LLM343,TTI_image_anger4.png
1473,138,-193,-24,-146,LLM343,TTI_image_relaxed2.png
1474,-86,34,-26,24,LLM343,TTI_image_disgust1.png
1475,12,-205,-22,-184,LLM343,TTI_image_sleepy2.png
1476,-37,-208,66,168,LLM343,TTI_image_sad5.png
1477,-27,-219,136,54,LLM343,TTI_image_afraid10.png
1478,-11,-2,0,-250,738098,TTI_image_afraid10.png
1479,0,-175,0,-241,738098,TTI_image_embarrass5.png
1480,1,-183,-116,-228,738098,TTI_image_sleepy2.png
1481,1,-40,-1,-224,738098,TTI_image_anger4.png
1482,147,-186,166,-176,738098,TTI_image_happy5.png
1483,-50,48,-85,-40,738098,TTI_image_contempt5.png
1484,0,-82,1,-1,738098,TTI_image_shame2.png
1485,138,0,115,0,738098,TTI_image_surprise2.png
1486,-154,64,-68,17,738098,TTI_image_disgust1.png
1487,-138,27,94,6,738098,TTI_image_mdisgust1.png
1488,-2,1,-59,-32,738098,TTI_image_ranger1.png
1489,-22,-59,-115,-42,738098,TTI_image_sad5.png
1490,140,-139,-178,-193,738098,TTI_image_gratitude4.png
1491,121,107,-105,97,738098,TTI_image_elevation5.png
1492,143,-99,-123,-82,738098,TTI_image_satisfied9.png
1493,152,-137,-176,-166,738098,TTI_image_relaxed2.png
1494,54,-19,-116,-42,738098,TTI_image_pride4.png
1495,-60,-21,-92,14,738098,TTI_image_guilt4.png
1496,96,-117,1,-124,LLM329,TTI_image_sleepy2.png
1497,249,242,-247,231,LLM329,TTI_image_pride4.png
1498,-247,237,-107,-232,LLM329,TTI_image_contempt5.png
1499,-238,244,-241,-234,LLM329,TTI_image_anger4.png
1500,-4,134,-131,1,LLM329,TTI_image_guilt4.png
1501,-122,-140,-120,-110,LLM329,TTI_image_sad5.png
1502,-249,130,-133,122,LLM329,TTI_image_disgust1.png
1503,242,-241,242,244,LLM329,TTI_image_relaxed2.png
1504,-244,60,-237,-188,LLM329,TTI_image_afraid10.png
1505,-241,132,-243,132,LLM329,TTI_image_embarrass5.png
1506,246,-240,245,-233,LLM329,TTI_image_gratitude4.png
1507,-242,118,-237,-137,LLM329,TTI_image_shame2.png
1508,113,142,-223,187,LLM329,TTI_image_surprise2.png
1509,234,-210,240,231,LLM329,TTI_image_satisfied9.png
1510,-241,-231,-229,-221,LLM329,TTI_image_mdisgust1.png
1511,235,231,-249,228,LLM329,TTI_image_elevation5.png
1512,222,-22,201,-30,LLM329,TTI_image_happy5.png
1513,-50,185,-3,-219,LLM329,TTI_image_ranger1.png
1514,156,-196,-188,-187,LLM290,TTI_image_relaxed2.png
1515,191,-124,-1,-54,LLM290,TTI_image_satisfied9.png
1516,-165,191,153,168,LLM290,TTI_image_disgust1.png
1517,142,144,148,138,LLM290,TTI_image_surprise2.png
1518,-107,-74,-159,-60,LLM290,TTI_image_sad5.png
1519,83,-191,-148,-148,LLM290,TTI_image_sleepy2.png
1520,-70,145,199,58,LLM290,TTI_image_embarrass5.png
1521,75,46,41,-30,LLM290,TTI_image_happy5.png
1522,-157,141,-157,141,LLM290,TTI_image_afraid10.png
1523,-104,34,-104,-1,LLM290,TTI_image_guilt4.png
1524,4,-1,-63,-70,LLM290,TTI_image_ranger1.png
1525,-125,-60,80,-49,LLM290,TTI_image_mdisgust1.png
1526,-100,-59,-88,0,LLM290,TTI_image_shame2.png
1527,110,114,-148,108,LLM290,TTI_image_elevation5.png
1528,-114,121,-108,113,LLM290,TTI_image_anger4.png
1529,167,103,-175,-176,LLM290,TTI_image_pride4.png
1530,-132,-40,59,28,LLM290,TTI_image_contempt5.png
1531,86,-128,74,-93,LLM290,TTI_image_gratitude4.png
1532,-76,-40,-81,-41,LLM353,TTI_image_ranger1.png
1533,-78,-14,-91,-28,LLM353,TTI_image_mdisgust1.png
1534,92,43,-108,-46,LLM353,TTI_image_elevation5.png
1535,-93,-34,-121,-56,LLM353,TTI_image_disgust1.png
1536,121,43,43,18,LLM353,TTI_image_surprise2.png
1537,-45,-74,-104,-56,LLM353,TTI_image_shame2.png
1538,-139,49,91,40,LLM353,TTI_image_contempt5.png
1539,-144,61,115,66,LLM353,TTI_image_embarrass5.png
1540,134,-65,-191,-72,LLM353,TTI_image_satisfied9.png
1541,-96,55,-108,-42,LLM353,TTI_image_anger4.png
1542,40,-86,-134,-56,LLM353,TTI_image_sleepy2.png
1543,-53,42,-85,-43,LLM353,TTI_image_guilt4.png
1544,-100,50,-132,-31,LLM353,TTI_image_afraid10.png
1545,93,50,-64,36,LLM353,TTI_image_pride4.png
1546,140,58,-103,-41,LLM353,TTI_image_happy5.png
1547,146,69,-169,-82,LLM353,TTI_image_gratitude4.png
1548,-130,51,111,77,LLM353,TTI_image_sad5.png
1549,149,-42,-184,-33,LLM353,TTI_image_relaxed2.png
1550,-23,-77,82,-95,456887,TTI_image_sad5.png
1551,-4,54,50,-55,456887,TTI_image_afraid10.png
1552,-16,85,32,-8,456887,TTI_image_ranger1.png
1553,114,2,-97,-31,456887,TTI_image_satisfied9.png
1554,-1,-46,-109,-26,456887,TTI_image_anger4.png
1555,165,49,199,44,456887,TTI_image_surprise2.png
1556,62,143,-154,82,456887,TTI_image_elevation5.png
1557,-118,-35,-1,196,456887,TTI_image_guilt4.png
1558,-193,31,1,210,456887,TTI_image_disgust1.png
1559,-131,-1,1,235,456887,TTI_image_shame2.png
1560,70,-185,-215,-129,456887,TTI_image_relaxed2.png
1561,-42,71,-98,130,456887,TTI_image_mdisgust1.png
1562,-65,24,-7,98,456887,TTI_image_contempt5.png
1563,173,32,35,-145,456887,TTI_image_happy5.png
1564,77,166,-216,2,456887,TTI_image_gratitude4.png
1565,107,38,-217,-84,456887,TTI_image_pride4.png
1566,-27,23,32,-92,456887,TTI_image_sleepy2.png
1567,-69,202,-112,231,456887,TTI_image_embarrass5.png
1568,76,-234,233,-234,LLM213,TTI_image_relaxed2.png
1569,-53,163,122,128,LLM213,TTI_image_guilt4.png
1570,-129,131,129,236,LLM213,TTI_image_mdisgust1.png
1571,-134,230,121,25,LLM213,TTI_image_afraid10.png
1572,165,145,165,145,LLM213,TTI_image_elevation5.png
1573,-49,-194,132,32,LLM213,TTI_image_sad5.png
1574,168,116,55,-121,LLM213,TTI_image_happy5.png
1575,-31,120,-17,132,LLM213,TTI_image_embarrass5.png
1576,-139,149,120,160,LLM213,TTI_image_contempt5.png
1577,-117,133,131,127,LLM213,TTI_image_anger4.png
1578,30,-218,20,-189,LLM213,TTI_image_sleepy2.png
1579,128,112,116,111,LLM213,TTI_image_surprise2.png
1580,-23,224,29,8,LLM213,TTI_image_ranger1.png
1581,233,12,33,-93,LLM213,TTI_image_satisfied9.png
1582,25,-211,39,-94,LLM213,TTI_image_pride4.png
1583,29,-207,37,-225,LLM213,TTI_image_gratitude4.png
1584,-163,38,208,223,LLM213,TTI_image_shame2.png
1585,-136,113,144,197,LLM213,TTI_image_disgust1.png
1586,63,-104,-74,-80,LLM330,TTI_image_satisfied9.png
1587,0,0,-105,0,LLM330,TTI_image_elevation5.png
1588,-102,-169,-131,154,LLM330,TTI_image_sad5.png
1589,0,-238,-249,-191,LLM330,TTI_image_relaxed2.png
1590,-245,78,-1,202,LLM330,TTI_image_afraid10.png
1591,0,94,96,100,LLM330,TTI_image_surprise2.png
1592,-123,121,186,183,LLM330,TTI_image_embarrass5.png
1593,-126,104,-139,117,LLM330,TTI_image_mdisgust1.png
1594,-1,-144,-152,-84,LLM330,TTI_image_gratitude4.png
1595,-245,146,-3,151,LLM330,TTI_image_anger4.png
1596,-141,98,-3,124,LLM330,TTI_image_shame2.png
1597,-1,-121,-209,-210,LLM330,TTI_image_sleepy2.png
1598,-1,125,-236,1,LLM330,TTI_image_pride4.png
1599,-191,168,-165,145,LLM330,TTI_image_contempt5.png
1600,-75,94,-136,129,LLM330,TTI_image_ranger1.png
1601,-231,218,203,196,LLM330,TTI_image_disgust1.png
1602,-204,167,-227,1,LLM330,TTI_image_guilt4.png
1603,114,-31,-1,-216,LLM330,TTI_image_happy5.png
1604,47,182,48,191,LLM174,TTI_image_elevation5.png
1605,-116,-46,-140,-201,LLM174,TTI_image_disgust1.png
1606,-81,-71,-125,-171,LLM174,TTI_image_mdisgust1.png
1607,-62,-119,-153,-188,LLM174,TTI_image_guilt4.png
1608,-9,-137,-9,-123,LLM174,TTI_image_sleepy2.png
1609,15,-115,-136,-66,LLM174,TTI_image_satisfied9.png
1610,-173,-55,-158,-145,LLM174,TTI_image_embarrass5.png
1611,-18,69,-160,-46,LLM174,TTI_image_ranger1.png
1612,30,72,-56,50,LLM174,TTI_image_pride4.png
1613,-213,51,-86,44,LLM174,TTI_image_contempt5.png
1614,107,12,-125,-169,LLM174,TTI_image_happy5.png
1615,-144,241,-86,243,LLM174,TTI_image_anger4.png
1616,-185,107,-105,109,LLM174,TTI_image_shame2.png
1617,-155,12,-163,78,LLM174,TTI_image_afraid10.png
1618,-12,-162,-103,-91,LLM174,TTI_image_sad5.png
1619,-204,12,39,212,LLM174,TTI_image_gratitude4.png
1620,-190,97,-154,144,LLM174,TTI_image_relaxed2.png
1621,-26,74,-105,121,LLM174,TTI_image_surprise2.png
1622,-172,152,-41,41,LLM301,TTI_image_disgust1.png
1623,-70,75,-62,44,LLM301,TTI_image_contempt5.png
1624,109,101,-100,10,LLM301,TTI_image_surprise2.png
1625,-83,84,-56,46,LLM301,TTI_image_ranger1.png
1626,-110,43,-114,-16,LLM301,TTI_image_shame2.png
1627,148,35,-163,-43,LLM301,TTI_image_happy5.png
1628,74,40,-63,-28,LLM301,TTI_image_anger4.png
1629,122,-47,-132,-47,LLM301,TTI_image_gratitude4.png
1630,89,63,-139,32,LLM301,TTI_image_elevation5.png
1631,-201,10,179,90,LLM301,TTI_image_embarrass5.png
1632,170,34,-111,-64,LLM301,TTI_image_relaxed2.png
1633,-154,37,22,76,LLM301,TTI_image_mdisgust1.png
1634,-146,72,-43,25,LLM301,TTI_image_guilt4.png
1635,-28,-22,-28,-22,LLM301,TTI_image_sleepy2.png
1636,62,9,-119,-19,LLM301,TTI_image_pride4.png
1637,-167,27,-12,97,LLM301,TTI_image_afraid10.png
1638,-19,65,-54,110,LLM301,TTI_image_sad5.png
1639,52,126,-151,-11,LLM301,TTI_image_satisfied9.png
1640,10,41,-194,-184,LLM200,TTI_image_surprise2.png
1641,0,37,-189,-190,LLM200,TTI_image_sad5.png
1642,2,32,-180,-190,LLM200,TTI_image_gratitude4.png
1643,11,35,-184,-179,LLM200,TTI_image_sleepy2.png
1644,2,41,-178,-188,LLM200,TTI_image_pride4.png
1645,-23,35,-178,-180,LLM200,TTI_image_mdisgust1.png
1646,-18,33,-178,-184,LLM200,TTI_image_ranger1.png
1647,2,31,-172,-179,LLM200,TTI_image_relaxed2.png
1648,-6,38,-182,-183,LLM200,TTI_image_afraid10.png
1649,-13,27,-177,-179,LLM200,TTI_image_contempt5.png
1650,-22,26,-165,-192,LLM200,TTI_image_anger4.png
1651,-12,37,-184,-188,LLM200,TTI_image_happy5.png
1652,-68,43,-174,-188,LLM200,TTI_image_disgust1.png
1653,0,33,-177,-191,LLM200,TTI_image_shame2.png
1654,-2,35,-165,-183,LLM200,TTI_image_satisfied9.png
1655,0,29,8,-207,LLM200,TTI_image_embarrass5.png
1656,2,30,-157,-196,LLM200,TTI_image_elevation5.png
1657,1,35,-168,-183,LLM200,TTI_image_guilt4.png
1658,122,238,228,-227,LLM316,TTI_image_elevation5.png
1659,238,-123,181,56,LLM316,TTI_image_satisfied9.png
1660,-239,207,-242,218,LLM316,TTI_image_disgust1.png
1661,87,-237,33,-238,LLM316,TTI_image_gratitude4.png
1662,-60,241,-169,243,LLM316,TTI_image_ranger1.png
1663,243,244,-242,185,LLM316,TTI_image_surprise2.png
1664,-241,237,241,241,LLM316,TTI_image_contempt5.png
1665,-240,-180,-240,-226,LLM316,TTI_image_shame2.png
1666,6,-246,-246,-8,LLM316,TTI_image_sleepy2.png
1667,129,200,-130,-14,LLM316,TTI_image_happy5.png
1668,9,-106,-7,-88,LLM316,TTI_image_sad5.png
1669,-244,244,244,243,LLM316,TTI_image_anger4.png
1670,-188,-25,-205,-73,LLM316,TTI_image_guilt4.png
1671,-221,98,15,231,LLM316,TTI_image_mdisgust1.png
1672,76,-237,-235,-184,LLM316,TTI_image_relaxed2.png
1673,-238,15,-240,-124,LLM316,TTI_image_embarrass5.png
1674,-191,104,-225,53,LLM316,TTI_image_afraid10.png
1675,240,237,-242,-238,LLM316,TTI_image_pride4.png
1676,-62,34,-62,34,LLM308,TTI_image_disgust1.png
1677,-88,36,-84,36,LLM308,TTI_image_mdisgust1.png
1678,124,19,-75,-22,LLM308,TTI_image_pride4.png
1679,-9,14,-9,14,LLM308,TTI_image_contempt5.png
1680,38,-52,-122,-46,LLM308,TTI_image_relaxed2.png
1681,67,-40,-66,-42,LLM308,TTI_image_surprise2.png
1682,46,-29,-87,-31,LLM308,TTI_image_elevation5.png
1683,-55,34,-52,35,LLM308,TTI_image_afraid10.png
1684,65,-33,-38,-19,LLM308,TTI_image_happy5.png
1685,-59,26,-58,33,LLM308,TTI_image_anger4.png
1686,-75,38,-62,40,LLM308,TTI_image_guilt4.png
1687,33,-15,29,-15,LLM308,TTI_image_gratitude4.png
1688,23,-57,-28,-88,LLM308,TTI_image_sleepy2.png
1689,-4,-4,-4,-6,LLM308,TTI_image_sad5.png
1690,-40,16,-40,23,LLM308,TTI_image_ranger1.png
1691,42,-25,-29,-28,LLM308,TTI_image_satisfied9.png
1692,-95,30,-69,20,LLM308,TTI_image_shame2.png
1693,-59,30,-55,33,LLM308,TTI_image_embarrass5.png
1694,-59,46,62,-54,LLM175,TTI_image_contempt5.png
1695,-65,40,-66,56,LLM175,TTI_image_sad5.png
1696,-70,66,59,49,LLM175,TTI_image_disgust1.png
1697,-80,61,63,46,LLM175,TTI_image_ranger1.png
1698,-74,-53,57,-51,LLM175,TTI_image_embarrass5.png
1699,53,-50,-74,-50,LLM175,TTI_image_gratitude4.png
1700,73,46,-90,-58,LLM175,TTI_image_pride4.png
1701,80,55,-97,-53,LLM175,TTI_image_surprise2.png
1702,-79,50,77,-51,LLM175,TTI_image_mdisgust1.png
1703,-108,85,-108,85,LLM175,TTI_image_guilt4.png
1704,-144,123,140,93,LLM175,TTI_image_anger4.png
1705,-131,111,-1,75,LLM175,TTI_image_shame2.png
1706,128,-117,-127,-103,LLM175,TTI_image_relaxed2.png
1707,-98,91,101,54,LLM175,TTI_image_afraid10.png
1708,143,-130,-142,-135,LLM175,TTI_image_sleepy2.png
1709,145,173,-166,-149,LLM175,TTI_image_happy5.png
1710,-58,51,75,59,LLM175,TTI_image_satisfied9.png
1711,1,41,1,54,LLM175,TTI_image_elevation5.png
1712,248,127,247,-137,LLM001,TTI_image_happy5.png
1713,-247,245,-209,247,LLM001,TTI_image_shame2.png
1714,-2,-248,-136,-247,LLM001,TTI_image_sleepy2.png
1715,1,246,-249,-248,LLM001,TTI_image_pride4.png
1716,1,245,-247,247,LLM001,TTI_image_ranger1.png
1717,-127,1,-249,246,LLM001,TTI_image_guilt4.png
1718,-245,-1,-245,-1,LLM001,TTI_image_sad5.png
1719,-152,1,-1,247,LLM001,TTI_image_afraid10.png
1720,248,-139,-249,-246,LLM001,TTI_image_satisfied9.png
1721,-248,247,-129,249,LLM001,TTI_image_anger4.png
1722,-248,1,248,249,LLM001,TTI_image_embarrass5.png
1723,246,248,-247,-1,LLM001,TTI_image_surprise2.png
1724,0,-248,-249,-246,LLM001,TTI_image_gratitude4.png
1725,0,245,-247,-245,LLM001,TTI_image_elevation5.png
1726,-247,1,-248,247,LLM001,TTI_image_mdisgust1.png
1727,-247,0,0,244,LLM001,TTI_image_disgust1.png
1728,-247,0,-249,249,LLM001,TTI_image_contempt5.png
1729,125,-249,-247,-247,LLM001,TTI_image_relaxed2.png
1730,2,-164,-161,-1,LLM307,TTI_image_elevation5.png
1731,-243,134,-131,-137,LLM307,TTI_image_disgust1.png
1732,-127,55,74,-91,LLM307,TTI_image_guilt4.png
1733,2,115,-159,-133,LLM307,TTI_image_ranger1.png
1734,-1,-179,-144,-161,LLM307,TTI_image_sad5.png
1735,-147,155,136,123,LLM307,TTI_image_surprise2.png
1736,1,-173,-136,-64,LLM307,TTI_image_gratitude4.png
1737,-1,-200,-92,-170,LLM307,TTI_image_relaxed2.png
1738,-1,1,174,-119,LLM307,TTI_image_anger4.png
1739,-64,-53,-130,-40,LLM307,TTI_image_satisfied9.png
1740,-250,175,-223,-51,LLM307,TTI_image_happy5.png
1741,-96,98,59,-46,LLM307,TTI_image_afraid10.png
1742,-1,113,-211,-205,LLM307,TTI_image_pride4.png
1743,-239,-76,-151,-142,LLM307,TTI_image_contempt5.png
1744,-43,-44,-76,49,LLM307,TTI_image_shame2.png
1745,-106,38,57,59,LLM307,TTI_image_mdisgust1.png
1746,1,-133,67,-104,LLM307,TTI_image_embarrass5.png
1747,-1,-242,-154,-116,LLM307,TTI_image_sleepy2.png
1748,-213,155,212,185,LLM253,TTI_image_mdisgust1.png
1749,-1,-216,218,-105,LLM253,TTI_image_gratitude4.png
1750,233,-229,-106,-207,LLM253,TTI_image_relaxed2.png
1751,-244,242,-238,237,LLM253,TTI_image_anger4.png
1752,-235,-236,202,156,LLM253,TTI_image_sad5.png
1753,-249,109,241,36,LLM253,TTI_image_guilt4.png
1754,-249,3,-244,249,LLM253,TTI_image_afraid10.png
1755,7,-239,18,-236,LLM253,TTI_image_sleepy2.png
1756,-246,246,-243,245,LLM253,TTI_image_contempt5.png
1757,57,236,-238,73,LLM253,TTI_image_surprise2.png
1758,239,-239,-238,1,LLM253,TTI_image_happy5.png
1759,-235,51,-30,237,LLM253,TTI_image_disgust1.png
1760,-242,4,164,226,LLM253,TTI_image_shame2.png
1761,229,-49,-192,-59,LLM253,TTI_image_satisfied9.png
1762,-235,230,-14,245,LLM253,TTI_image_ranger1.png
1763,-61,33,-144,6,LLM253,TTI_image_pride4.png
1764,-55,182,-119,141,LLM253,TTI_image_elevation5.png
1765,-226,-105,-204,118,LLM253,TTI_image_embarrass5.png
1766,110,76,-140,-150,LLM194,TTI_image_happy5.png
1767,-131,84,-111,93,LLM194,TTI_image_disgust1.png
1768,-76,113,-99,-125,LLM194,TTI_image_ranger1.png
1769,154,-150,115,-88,LLM194,TTI_image_relaxed2.png
1770,-67,105,-98,-78,LLM194,TTI_image_pride4.png
1771,-57,79,40,69,LLM194,TTI_image_embarrass5.png
1772,104,100,83,77,LLM194,TTI_image_gratitude4.png
1773,-119,72,78,63,LLM194,TTI_image_contempt5.png
1774,116,-138,63,-131,LLM194,TTI_image_satisfied9.png
1775,-66,72,41,90,LLM194,TTI_image_shame2.png
1776,28,95,96,90,LLM194,TTI_image_elevation5.png
1777,-97,68,-65,-163,LLM194,TTI_image_sad5.png
1778,95,91,-150,-142,LLM194,TTI_image_surprise2.png
1779,-121,116,-93,93,LLM194,TTI_image_mdisgust1.png
1780,-144,115,82,110,LLM194,TTI_image_guilt4.png
1781,59,124,-120,-122,LLM194,TTI_image_sleepy2.png
1782,-136,102,-95,-84,LLM194,TTI_image_anger4.png
1783,-120,130,95,-152,LLM194,TTI_image_afraid10.png
1784,-100,118,-100,118,73475,TTI_image_disgust1.png
1785,10,-20,16,-17,73475,TTI_image_sleepy2.png
1786,116,-121,-80,-67,73475,TTI_image_relaxed2.png
1787,-69,89,173,71,73475,TTI_image_contempt5.png
1788,100,-77,89,-69,73475,TTI_image_satisfied9.png
1789,-86,42,100,56,73475,TTI_image_embarrass5.png
1790,-126,71,136,53,73475,TTI_image_anger4.png
1791,-92,155,151,85,73475,TTI_image_guilt4.png
1792,-77,91,171,62,73475,TTI_image_mdisgust1.png
1793,171,62,-128,-65,73475,TTI_image_pride4.png
1794,-80,82,175,81,73475,TTI_image_afraid10.png
1795,145,102,-81,109,73475,TTI_image_elevation5.png
1796,106,112,-131,-96,73475,TTI_image_happy5.png
1797,-140,-89,145,34,73475,TTI_image_sad5.png
1798,170,60,-57,-128,73475,TTI_image_surprise2.png
1799,-141,80,164,93,73475,TTI_image_ranger1.png
1800,-154,105,102,55,73475,TTI_image_shame2.png
1801,2,-2,2,-2,73475,TTI_image_gratitude4.png
1802,89,146,100,-78,LLM166,TTI_image_elevation5.png
1803,95,-108,159,-202,LLM166,TTI_image_satisfied9.png
1804,-47,65,2,104,LLM166,TTI_image_shame2.png
1805,-104,127,181,54,LLM166,TTI_image_contempt5.png
1806,3,76,169,-219,LLM166,TTI_image_embarrass5.png
1807,-209,210,-181,166,LLM166,TTI_image_disgust1.png
1808,45,-134,2,-228,LLM166,TTI_image_relaxed2.png
1809,-31,-182,0,-112,LLM166,TTI_image_sad5.png
1810,-96,151,-20,168,LLM166,TTI_image_afraid10.png
1811,-27,78,-78,86,LLM166,TTI_image_ranger1.png
1812,-31,40,-135,-168,LLM166,TTI_image_guilt4.png
1813,-28,52,-75,27,LLM166,TTI_image_anger4.png
1814,180,59,183,20,LLM166,TTI_image_surprise2.png
1815,-52,3,202,-224,LLM166,TTI_image_mdisgust1.png
1816,30,-67,-189,-173,LLM166,TTI_image_gratitude4.png
1817,63,-27,0,-212,LLM166,TTI_image_happy5.png
1818,42,91,-219,-155,LLM166,TTI_image_pride4.png
1819,188,-149,-189,-193,LLM166,TTI_image_sleepy2.png
1820,-97,113,-14,175,LLM217,TTI_image_disgust1.png
1821,167,133,-88,110,LLM217,TTI_image_pride4.png
1822,-225,49,-224,23,LLM217,TTI_image_afraid10.png
1823,-230,220,-231,22,LLM217,TTI_image_ranger1.png
1824,205,64,-130,29,LLM217,TTI_image_relaxed2.png
1825,-214,159,-220,42,LLM217,TTI_image_mdisgust1.png
1826,-27,68,-17,27,LLM217,TTI_image_surprise2.png
1827,17,59,-152,25,LLM217,TTI_image_elevation5.png
1828,-208,118,-228,11,LLM217,TTI_image_anger4.png
1829,27,41,-230,-16,LLM217,TTI_image_satisfied9.png
1830,-229,106,-229,25,LLM217,TTI_image_shame2.png
1831,53,24,-145,32,LLM217,TTI_image_sleepy2.png
1832,19,32,-64,42,LLM217,TTI_image_gratitude4.png
1833,-156,38,-226,17,LLM217,TTI_image_guilt4.png
1834,-136,41,-167,19,LLM217,TTI_image_embarrass5.png
1835,-217,182,-233,11,LLM217,TTI_image_contempt5.png
1836,124,33,-200,39,LLM217,TTI_image_happy5.png
1837,-145,74,-139,22,LLM217,TTI_image_sad5.png
1838,23,-182,-203,221,LLM211,TTI_image_sleepy2.png
1839,-224,-33,-218,229,LLM211,TTI_image_mdisgust1.png
1840,-243,-1,248,-1,LLM211,TTI_image_contempt5.png
1841,18,-241,-239,-242,LLM211,TTI_image_relaxed2.png
1842,0,-238,-222,0,LLM211,TTI_image_gratitude4.png
1843,-236,239,-222,-231,LLM211,TTI_image_anger4.png
1844,1,243,224,-230,LLM211,TTI_image_elevation5.png
1845,233,-16,-225,-218,LLM211,TTI_image_satisfied9.png
1846,-236,233,226,-221,LLM211,TTI_image_ranger1.png
1847,-239,18,233,-225,LLM211,TTI_image_shame2.png
1848,154,-3,-246,0,LLM211,TTI_image_pride4.png
1849,236,2,108,-105,LLM211,TTI_image_happy5.png
1850,-236,1,-3,-240,LLM211,TTI_image_afraid10.png
1851,-243,-4,236,237,LLM211,TTI_image_disgust1.png
1852,-167,1,-1,113,LLM211,TTI_image_guilt4.png
1853,240,-3,111,-135,LLM211,TTI_image_surprise2.png
1854,-36,1,236,-231,LLM211,TTI_image_embarrass5.png
1855,-109,-2,-71,-86,LLM211,TTI_image_sad5.png
1856,130,-115,132,-116,LLM157,TTI_image_happy5.png
1857,124,132,-128,-122,LLM157,TTI_image_satisfied9.png
1858,-240,232,-239,235,LLM157,TTI_image_anger4.png
1859,-237,232,222,233,LLM157,TTI_image_contempt5.png
1860,129,135,-238,-229,LLM157,TTI_image_pride4.png
1861,-240,-226,-213,226,LLM157,TTI_image_sad5.png
1862,-144,110,-144,110,LLM157,TTI_image_disgust1.png
1863,-207,32,-212,225,LLM157,TTI_image_guilt4.png
1864,-236,-205,-198,200,LLM157,TTI_image_shame2.png
1865,80,-237,-223,-240,LLM157,TTI_image_relaxed2.png
1866,4,242,-121,-117,LLM157,TTI_image_ranger1.png
1867,-114,109,-114,109,LLM157,TTI_image_embarrass5.png
1868,-178,-187,-214,217,LLM157,TTI_image_afraid10.png
1869,14,-237,-237,-230,LLM157,TTI_image_gratitude4.png
1870,228,218,214,218,LLM157,TTI_image_surprise2.png
1871,-81,-224,-2,5,LLM157,TTI_image_mdisgust1.png
1872,-3,234,-216,232,LLM157,TTI_image_elevation5.png
1873,5,-242,-227,-226,LLM157,TTI_image_sleepy2.png
1874,-176,41,-25,25,LLM136,TTI_image_disgust1.png
1875,-22,112,119,-29,LLM136,TTI_image_embarrass5.png
1876,-133,-53,-103,-48,LLM136,TTI_image_mdisgust1.png
1877,-211,-56,73,-108,LLM136,TTI_image_contempt5.png
1878,152,73,-182,-56,LLM136,TTI_image_elevation5.png
1879,61,-133,-59,-95,LLM136,TTI_image_sleepy2.png
1880,-180,63,-193,32,LLM136,TTI_image_anger4.png
1881,-42,-70,-71,-106,LLM136,TTI_image_sad5.png
1882,29,-149,-31,-141,LLM136,TTI_image_relaxed2.png
